OBJECTID,AFFGEOID,TRACTCE,ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP,SHAPE_Length,SHAPE_Area
50032,1400000US37183054114,54114,37, North Carolina,NC,37183, Wake,37183054114,"Census Tract 541.14, Wake County, North Carolina",4.85080985,5077,506,1734,101,1666,103,396,431,62,52,26398,3600,662,367,551,103,1444,221,265,134,122,75.7,3161,593.9,436,300.7,0,24,180,85,72,72,17,20,4,4,7.9,8.3,2.3,1.9,26398,3600,20.8,9.8,10.9,1.8,28.4,3.3,5.2,2.7,7.3,4.5,62.3,9.9,9.3,6.3,0,1.4,10.4,4.8,4.3,4.3,1,1.2,0.1,0.1,0.2852,0.0357,0.4551,0.7765,1.5525,0.3711,0.3255,0.8254,0.0573,0.426,1.6342,0.253,0.7711,0.8544,1.6255,0.8496,0,0.789,0.7571,0.091,0.3663,2.0034,0.3428,6.8157,0.4286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1399,573,27.6,10.6,2365,0.159954348896932,0.0012504856325
50033,1400000US37183054115,54115,37, North Carolina,NC,37183, Wake,37183054115,"Census Tract 541.15, Wake County, North Carolina",5.43917988,7961,615,3041,208,2925,244,545,323,270,162,29122,2471,433,160,652,132,2160,245,598,145,331,165.6,4269,781.4,127,97.7,378,181.7,184,120,47,51.9,200,165,101,44,6.9,4.1,5.9,3.4,29122,2471,8.4,3,8.2,1.6,27.1,2.3,7.6,1.9,11.3,5.6,53.6,8.9,1.7,1.3,12.4,5.9,6.1,3.9,1.6,1.8,6.8,5.6,1.3,0.5,0.2408,0.2669,0.3647,0.3693,1.2417,0.2709,0.1787,0.7701,0.1724,0.6763,1.7975,0.3461,0.7228,0.5495,1.2723,0.6681,0.7021,0.7187,0.4778,0.5764,0.7189,3.1939,0.8428,7.5054,0.5378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1330,540,17,6.5,4521,0.168604280492133,0.001406430742
50034,1400000US37183054203,54203,37, North Carolina,NC,37183, Wake,37183054203,"Census Tract 542.03, Wake County, North Carolina",4.76768016,3517,304,1202,96,1156,94,25,35,119,100,46559,5915,69,53,387,59,918,121,230,115,46,39,472,459.1,24,53.7,0,17,16,24,8,18.4,10,18,0,12,0.7,1,6.8,5.1,46559,5915,2.8,2.2,11,1.7,26.1,2.6,6.6,3,4,3.4,13.4,13,0.7,1.6,0,1.4,1.3,2,0.7,1.6,0.9,1.6,0,0.3,0.0137,0.3493,0.0896,0.0907,0.5433,0.0665,0.3316,0.7155,0.1152,0.1707,1.333,0.1246,0.2981,0.3846,0.6828,0.3229,0,0.5569,0.3032,0.0826,0,0.9427,0.0655,3.5018,0.0353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,58,2.7,1.6,2076,0.152544954714911,0.0012391854145
50035,1400000US37183054204,54204,37, North Carolina,NC,37183, Wake,37183054204,"Census Tract 542.04, Wake County, North Carolina",2.71189396,4451,309,1795,72,1621,132,720,423,110,57,29212,6439,236,107,417,99,1399,170,522,187,143,65.5,1123,443.4,0,48,55,44.6,94,80,25,30.9,107,74,0,12,16.2,9.4,5.2,2.7,29212,6439,8.6,3.8,9.4,2.2,31.4,3.1,11.7,4,8.8,4,25.2,9.8,0,1.2,3.1,2.5,5.2,4.5,1.5,1.9,6.6,4.3,0,0.3,0.5965,0.207,0.3618,0.3792,1.5445,0.3688,0.241,0.9129,0.469,0.533,2.1558,0.5916,0.4766,0,0.4766,0.21,0.4516,0.7012,0.4673,0.5654,0,2.1855,0.4167,6.3624,0.3579,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,651,357,14.6,8,3895,0.11008058812406,0.0007081883995
50036,1400000US37183054205,54205,37, North Carolina,NC,37183, Wake,37183054205,"Census Tract 542.05, Wake County, North Carolina",2.91575775,4881,528,2004,97,1762,138,1020,410,263,132,22985,4601,450,225,726,207,1280,273,634,177,242,129.6,1914,666,20,60,323,106.1,84,64,36,46.6,238,100,236,225,22,7.9,10.9,5.5,22985,4601,13.8,6.6,14.9,4.2,26.2,4.8,13.4,3.7,13.7,7.3,39.2,13,0.5,1.4,16.1,5.2,4.2,3.2,2,2.6,13.5,5.4,4.8,4.6,0.7351,0.6707,0.5921,0.5934,2.5913,0.6883,0.5827,0.7219,0.5857,0.7769,2.6672,0.869,0.6215,0.3135,0.935,0.4711,0.7577,0.6791,0.5443,0.7943,0.8977,3.673,0.9597,9.8665,0.8464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681,279,14.4,5.8,4495,0.122634755527857,0.000768477749
50037,1400000US37183054206,54206,37, North Carolina,NC,37183, Wake,37183054206,"Census Tract 542.06, Wake County, North Carolina",3.50397333,5575,502,2190,102,2084,131,608,310,168,64,24818,1972,107,74,531,142,1664,342,435,193,274,127.8,791,711.4,91,107.3,293,104.7,0,17,66,62.4,116,61,170,100,11.2,5.6,5.8,2.2,24818,1972,3.2,2.2,9.5,2.6,29.8,5.5,7.8,3.5,13.1,6.1,14.2,12.7,1.8,2.1,13.4,4.7,0,1.6,3.2,3,5.6,2.9,3,1.8,0.4236,0.2578,0.5155,0.1088,1.3056,0.2922,0.2467,0.8724,0.1856,0.7564,2.061,0.5243,0.3118,0.5601,0.8718,0.4321,0.7179,0,0.6721,0.504,0.8424,2.7364,0.6626,6.9749,0.4534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,145,8.4,2.4,7719,0.131483398027426,0.0009089323535
50038,1400000US37183054207,54207,37, North Carolina,NC,37183, Wake,37183054207,"Census Tract 542.07, Wake County, North Carolina",3.3227857,8749,791,3524,69,3180,190,378,229,291,167,44378,4922,132,107,760,167,2572,422,504,227,407,203.1,2696,1057.6,59,94.5,1098,309.7,14,23,0,24,209,112,0,17,4.3,2.6,6,3.4,44378,4922,2.5,2,8.7,2.1,29.4,4,5.8,2.5,12.8,6.3,30.8,11.8,0.7,1.1,31.2,8.8,0.4,0.7,0,0.8,6.6,3.5,0,0.2,0.1258,0.2761,0.106,0.0784,0.5864,0.0772,0.2041,0.8583,0.0793,0.7421,1.8838,0.4016,0.5403,0.3831,0.9234,0.4632,0.883,0.4416,0,0.5654,0,1.89,0.2997,5.2836,0.2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,253,6.3,2.8,11272,0.146883113371803,0.0008668266805
50039,1400000US37183054208,54208,37, North Carolina,NC,37183, Wake,37183054208,"Census Tract 542.08, Wake County, North Carolina",6.89586512,6983,613,2749,69,2471,149,392,295,292,132,29899,3454,314,135,687,102,2219,383,482,152,166,109.4,1627,900,121,137.3,429,151.3,71,42,127,107.9,187,106,5,3,5.6,4.2,8.7,3.6,29899,3454,7.4,3.2,9.8,1.6,31.8,4.7,6.9,2.3,6.7,4.4,23.3,12.7,1.9,2.2,15.6,5.5,2.6,1.5,5.1,4.4,7.6,4.2,0.1,0,0.1828,0.5172,0.3406,0.319,1.3596,0.3092,0.2629,0.9205,0.1313,0.379,1.6937,0.2856,0.4518,0.5728,1.0245,0.5311,0.7508,0.6307,0.7988,0.6165,0.3604,3.1573,0.8307,7.2351,0.4944,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,558,236,8,3.2,9498,0.245224051737223,0.001787835329
50040,1400000US37183054209,54209,37, North Carolina,NC,37183, Wake,37183054209,"Census Tract 542.09, Wake County, North Carolina",5.81292739,9448,685,3371,79,3191,201,129,113,320,144,36544,2639,198,170,774,256,3139,370,710,288,451,202.4,3858,904.1,60,85.5,30,34.7,15,24,0,24,13,22,8,9,1.4,1.2,6.5,2.9,36544,2639,3.5,2.9,8.2,2.6,33.2,3.1,7.5,2.9,14.1,6.3,40.8,9.1,0.7,1,0.9,1,0.4,0.7,0,0.8,0.4,0.7,0.1,0.1,0.0244,0.3209,0.1973,0.1233,0.6659,0.0977,0.1787,0.9451,0.1659,0.7906,2.0803,0.5384,0.6348,0.3776,1.0124,0.5245,0.3109,0.4416,0,0.0417,0.3714,1.1656,0.1036,4.9243,0.1578,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,449,199,4.8,2.1,3333,0.19384249766345,0.001504124357
50041,1400000US37183054210,54210,37, North Carolina,NC,37183, Wake,37183054210,"Census Tract 542.10, Wake County, North Carolina",24.01047449,9358,609,3501,177,3440,183,582,282,161,98,32195,2656,420,185,978,224,2274,411,741,208,131,83.2,2137,820.6,20,70.6,0,24,275,135,27,31.4,114,75,16,9,6.2,3,3.2,2,32195,2656,6.3,2.8,10.5,2.5,24.3,4.1,7.9,2.2,3.8,2.4,22.8,8.6,0.2,0.8,0,0.7,7.9,3.8,0.8,0.9,3.3,2.2,0.2,0.1,0.2095,0.0691,0.282,0.2619,0.8225,0.1413,0.3028,0.6011,0.1921,0.159,1.2551,0.1022,0.4452,0.2309,0.6761,0.3194,0,0.7511,0.3261,0.3184,0.4429,1.8385,0.2809,4.5921,0.1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679,268,7.3,2.9,4245,0.429312913513697,0.0062615160265
50042,1400000US37183054211,54211,37, North Carolina,NC,37183, Wake,37183054211,"Census Tract 542.11, Wake County, North Carolina",14.25037501,9938,548,3624,142,3325,162,671,376,448,171,32683,2610,239,136,857,150,3085,276,342,122,250,115.4,2288,736.5,19,72.8,166,93.2,370,143,19,35.4,24,31,0,17,6.8,3.6,8.5,3.1,32683,2610,3.9,2.2,8.6,1.5,31,2.2,3.4,1.2,7.5,3.5,23,7.3,0.2,0.8,4.6,2.6,10.2,4,0.6,1.1,0.7,0.9,0,0.2,0.2365,0.5005,0.271,0.1427,1.1508,0.2423,0.1987,0.904,0.0202,0.4406,1.5635,0.2172,0.4479,0.2202,0.6681,0.3148,0.5135,0.7863,0.2716,0.0646,0,1.6359,0.2144,5.0184,0.169,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,848,339,8.5,3.3,5264,0.260426065474878,0.0037139499145
50043,1400000US37183054301,54301,37, North Carolina,NC,37183, Wake,37183054301,"Census Tract 543.01, Wake County, North Carolina",36.10449841,5501,475,2332,151,1968,148,668,286,185,100,26122,2967,573,195,843,171,1156,231,793,160,85,85.7,1793,632.7,82,96.7,0,24,351,117,0,24,0,17,9,11,12.2,4.9,6.8,3.6,26122,2967,14.3,4.6,15.3,3.5,21,3.8,14.4,3.1,4.3,4.3,32.6,11.2,1.5,1.8,0,1,15.1,4.7,0,1.2,0,1.8,0.2,0.2,0.4607,0.3493,0.4656,0.6101,1.8857,0.4749,0.6082,0.3665,0.6478,0.1944,1.8169,0.3585,0.5591,0.5289,1.088,0.5656,0,0.8464,0,0,0.4376,1.2839,0.126,6.0746,0.314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,238,10.4,4,3923,0.448809468789656,0.0093687748355
50044,1400000US37183054302,54302,37, North Carolina,NC,37183, Wake,37183054302,"Census Tract 543.02, Wake County, North Carolina",15.64760402,6707,690,2453,261,2238,270,920,475,444,299,20413,2137,979,270,911,224,1599,341,803,264,288,139.7,3963,927.6,292,186.5,54,47.2,470,172,205,92.3,209,100,115,78,13.8,7,11.9,7.6,20413,2137,22.8,5,13.6,3.4,23.8,4.5,12.1,3.5,12.9,6,59.1,12.4,4.6,2.9,2.2,1.9,19.2,6.9,9.2,4,9.3,4.4,1.7,1.1,0.5187,0.7263,0.6997,0.8127,2.7573,0.7327,0.4982,0.5683,0.4977,0.7451,2.3093,0.6861,0.7545,0.7413,1.4958,0.7858,0.4073,0.8851,0.9014,0.6856,0.7608,3.6402,0.9542,10.2026,0.8815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1349,409,20.3,5.4,8320,0.294706242094322,0.004086294920001
50045,1400000US37183054402,54402,37, North Carolina,NC,37183, Wake,37183054402,"Census Tract 544.02, Wake County, North Carolina",15.77136129,5895,568,2323,137,2213,172,811,430,216,115,26040,2755,530,171,610,131,1771,354,641,166,255,126.6,2170,743.7,309,160.5,38,47.2,364,131,78,58,138,104,8,5,13.8,7.1,7.2,3.7,26040,2755,14,4.1,10.3,2.3,30,5.3,10.9,3,11.5,5.6,36.8,12.1,5.6,2.8,1.6,2,15.7,5.4,3.5,2.6,6.2,4.6,0.1,0.1,0.5187,0.3856,0.4686,0.6002,1.9731,0.5013,0.2912,0.8781,0.4092,0.686,2.2644,0.6594,0.6002,0.7746,1.3748,0.723,0.3711,0.8529,0.7019,0.5418,0.4152,2.8829,0.7259,8.4952,0.6791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,285,13.8,4.2,2722,0.320508011822289,0.004084671470999
50046,1400000US37183054403,54403,37, North Carolina,NC,37183, Wake,37183054403,"Census Tract 544.03, Wake County, North Carolina",12.99135778,3789,442,1339,97,1329,97,821,433,172,96,22886,3294,753,217,383,137,830,238,538,214,68,49.5,1893,544.5,370,171.7,0,17,353,111,74,69.9,83,66,8,9,22,9.9,8.4,4.5,22886,3294,27,6.8,10.1,4,21.9,5.7,14.2,5.5,5.1,3.7,50,13.1,10.3,4.7,0,1.3,26.4,7.5,5.6,5.2,6.2,4.9,0.2,0.2,0.7351,0.4921,0.5963,0.8722,2.6958,0.7156,0.2801,0.4285,0.6355,0.2534,1.5975,0.2342,0.7008,0.8703,1.5711,0.8233,0,0.9343,0.8162,0.5418,0.4711,2.7634,0.6746,8.6279,0.6963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,969,278,25.6,5.7,3003,0.263764692651758,0.003386822927001
50047,1400000US37183054404,54404,37, North Carolina,NC,37183, Wake,37183054404,"Census Tract 544.04, Wake County, North Carolina",11.24464932,6373,908,2496,203,2219,229,498,327,415,193,25340,7358,529,374,829,176,1856,436,831,224,197,115.3,3051,1038,478,387.8,225,83,157,105,144,97.5,170,80,119,66,7.9,5.5,14.3,6.2,25340,7358,12.6,7.7,13,3.1,29.1,5.4,13,3.1,8.9,5.1,47.9,14.8,8,6.4,9,3.2,6.3,4.2,6.5,4.3,7.7,3.5,1.9,1,0.2852,0.8236,0.495,0.5506,2.1544,0.5587,0.4593,0.8492,0.559,0.5368,2.4043,0.7419,0.6861,0.8321,1.5182,0.7975,0.6367,0.7226,0.8473,0.6211,0.7726,3.6003,0.9474,9.6773,0.8246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530,779,24,9.9,6270,0.292698248093584,0.002910597785999
50048,1400000US37183054500,54500,37, North Carolina,NC,37183, Wake,37183054500,"Census Tract 545, Wake County, North Carolina",5.06561075,8155,739,3560,113,3176,193,2562,715,466,180,19750,2191,1024,315,580,140,1579,342,616,205,389,154.9,4676,911.7,1019,344.6,559,148.2,0,17,224,113.8,279,135,683,310,34.2,7.9,10.1,3.9,19750,2191,18.9,5.4,7.1,1.7,19.4,3.8,8.2,2.9,12.2,4.8,57.3,9.9,13.6,4.4,15.7,4.1,0,1,7.1,3.6,8.8,4.3,8.4,3.7,0.8966,0.6208,0.7263,0.7357,2.9793,0.7925,0.1281,0.2638,0.212,0.7196,1.3235,0.1216,0.7447,0.9054,1.6501,0.8612,0.7521,0,0.8616,0.6672,0.9375,3.2184,0.8502,9.1713,0.7659,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,2344,615,31.2,7,10875,0.182328768446184,0.001314888604
50049,1400000US37183980100,980100,37, North Carolina,NC,37183, Wake,37183980100,"Census Tract 9801, Wake County, North Carolina",7.23888895,0,12,0,12,0,12,0,12,0,12,-999,-999,0,12,0,12,0,12,0,12,0,17,0,17,0,48,0,17,0,12,0,17,0,12,0,12,0,-999,0,-999,-999,-999,0,-999,0,-999,0,-999,0,-999,0,-999,0,-999,0,-999,0,-999,0,-999,0,-999,0,-999,0,-999,0,0,-999,0,-999,-999,0,0,0,0,0,-999,0,0,0,-999,0,0,0,0,0,0,-999,-999,-999,0,0,-999,0,-999,0,0,0,0,-999,0,0,-999,0,0,0,0,0,-999,-999,0,12,0,-999,3482,0.248541787848987,0.001909801101
50050,1400000US37183980200,980200,37, North Carolina,NC,37183, Wake,37183980200,"Census Tract 9802, Wake County, North Carolina",8.25197851,97,132,49,65,49,65,0,12,0,12,53824,2157,0,12,0,12,0,12,0,12,0,17,2,186.7,0,48,0,17,0,12,0,17,0,12,0,12,0,29.4,0,44,53824,2157,0,29.4,0,29.4,0,12.4,0,29.4,0,34.6,2.1,192.4,0,49.5,0,34.6,0,44,0,34.6,0,44,0,12.4,0,0,0.0542,0,0.0542,0.0002,0,0,0,0,0,0,0.0332,0,0.0332,0.0208,0,0,0,0,0,0,0,0.0874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,29.4,33,0.288351820600963,0.002166384021499
