OBJECTID,AFFGEOID,TRACTCE,ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP,SHAPE_Length,SHAPE_Area
4167,1400000US37183053601,53601,37, North Carolina,NC,37183, Wake,37183053601,"Census Tract 536.01, Wake County, North Carolina",3.97638535,8013,625,3218,113,2973,185,452,338,231,131,38026,4326,30,43,287,132,2329,349,199,107,351,178.4,4144,952.7,213,165.3,1196,274.6,0,17,53,61.4,0,17,0,17,5.7,4.2,4.9,2.7,38026,4326,0.6,0.8,3.6,1.6,29.1,3.7,2.5,1.3,11.8,6,51.7,11.2,2.9,2.2,37.2,8.4,0,1.1,1.8,2.1,0,1.2,0,0.2,0.1872,0.1819,0.1746,0.0165,0.5602,0.0707,0.0321,0.847,0.0133,0.6994,1.5919,0.2315,0.7112,0.6564,1.3676,0.7194,0.9092,0,0.5062,0,0,1.4154,0.1548,4.9351,0.1592,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,972,370,12.2,4.5,4198,0.159493501104424,0.0010267659845
4168,1400000US37183053602,53602,37, North Carolina,NC,37183, Wake,37183053602,"Census Tract 536.02, Wake County, North Carolina",4.78716673,5103,478,1859,101,1716,161,37,42,73,54,39563,4600,139,110,194,60,1629,214,177,81,181,88.6,3616,583.7,161,105.5,0,24,0,17,0,24,23,27,0,17,0.7,0.8,2.6,1.9,39563,4600,4.2,3.3,3.8,1.2,31.9,2.9,3.5,1.6,10.5,5.1,70.9,9.3,3.4,2.2,0,1.3,0,1.9,0,1.4,1.3,1.6,0,0.3,0.0137,0.045,0.1546,0.1564,0.3697,0.0297,0.0347,0.9235,0.0214,0.6375,1.6171,0.2444,0.8141,0.6883,1.5024,0.7893,0,0,0,0.1186,0,0.1186,0.0113,3.6078,0.0412,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,237,145,4.6,2.8,4639,0.164822105051883,0.0012380294335
4169,1400000US37183053603,53603,37, North Carolina,NC,37183, Wake,37183053603,"Census Tract 536.03, Wake County, North Carolina",1.79248355,3991,246,1542,117,1504,107,160,138,89,56,43466,4779,44,33,571,67,1192,109,211,81,79,42.5,1118,436.8,0,48,151,78.3,0,12,0,17,5,10,0,12,4,3.4,5.2,3,43466,4779,1.6,1.2,14.3,1.8,29.9,2,5.3,2,5.3,2.8,28,10.8,0,1.3,9.8,5,0,2.2,0,1.1,0.3,0.7,0,0.3,0.1125,0.207,0.1134,0.0429,0.4758,0.0507,0.5444,0.873,0.0606,0.2642,1.7423,0.3132,0.51,0,0.51,0.2278,0.6536,0,0,0.0394,0,0.693,0.0396,3.421,0.0314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,56,2.1,1.4,4839,0.123891390013041,0.000470406978
4170,1400000US37183053604,53604,37, North Carolina,NC,37183, Wake,37183053604,"Census Tract 536.04, Wake County, North Carolina",1.24703456,4318,254,1387,41,1356,53,33,37,157,81,56237,8223,55,47,420,80,1275,154,245,95,18,22.4,1209,347.4,38,62.9,0,17,0,12,0,17,57,66,0,12,0.8,0.9,7.3,3.8,56237,8223,2.1,1.8,9.7,1.8,29.5,3.1,5.7,2.2,1.3,1.6,28,7.9,0.9,1.5,0,1.2,0,2.5,0,1.3,4.2,4.8,0,0.3,0.0148,0.3949,0.0462,0.0615,0.5174,0.06,0.2576,0.8627,0.0757,0.043,1.239,0.0981,0.5098,0.429,0.9387,0.4733,0,0,0,0.3995,0,0.3995,0.0194,3.0946,0.0176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,483,13.6,10.9,2950,0.081297691190275,0.000326536887
4171,1400000US37183053605,53605,37, North Carolina,NC,37183, Wake,37183053605,"Census Tract 536.05, Wake County, North Carolina",0.68565267,1800,90,694,24,673,33,14,20,20,19,70656,10344,28,24,217,35,436,43,157,61,37,27.7,531,208.4,51,59.7,0,17,7,11,0,17,0,12,0,12,0.8,1.1,1.9,1.9,70656,10344,2.2,1.9,12.1,1.9,24.2,2.1,8.7,3.4,5.5,4.1,29.5,11.5,2.9,3.4,0,2.4,1,1.5,0,2.5,0,5.1,0,0.7,0.0148,0.0263,0.0196,0.0656,0.1263,0.0018,0.4004,0.596,0.2473,0.2835,1.5272,0.2008,0.5256,0.6589,1.1845,0.619,0,0.5311,0,0,0,0.5311,0.0268,3.3692,0.0288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,0.7,1.1,1730,0.06141924808646,0.0001783736595
4172,1400000US37183053606,53606,37, North Carolina,NC,37183, Wake,37183053606,"Census Tract 536.06, Wake County, North Carolina",0.87729942,2554,271,1276,67,1127,105,74,64,69,44,42427,5129,62,51,187,35,574,163,261,122,98,69.4,773,416.3,37,64.9,588,137.1,0,12,12,20.8,0,12,0,12,2.9,2.6,4.7,3,42427,5129,3.5,2.8,7.3,1.5,22.5,5.9,10.3,4.5,8.7,6.1,30.3,16,1.5,2.7,46.1,10.5,0,2.7,1.1,1.8,0,3.1,0,0.5,0.0679,0.1668,0.1227,0.1233,0.4808,0.0518,0.137,0.4692,0.3648,0.5245,1.4955,0.1859,0.5345,0.5309,1.0653,0.5527,0.9359,0,0.3831,0,0,1.3189,0.1336,4.3605,0.0972,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,227,127,8.9,4.6,1361,0.089658170558001,0.00022671746
4173,1400000US37183053607,53607,37, North Carolina,NC,37183, Wake,37183053607,"Census Tract 536.07, Wake County, North Carolina",2.35384459,8231,623,3262,170,2974,188,563,403,291,151,36130,3325,398,226,523,121,2601,321,247,124,196,130,5110,831.7,360,161.3,677,301.3,27,39,163,105.4,25,37,0,17,6.9,4.9,6.6,3.4,36130,3325,7.5,4.2,6.4,1.4,31.6,3.1,3,1.5,6.6,4.3,62.1,8.9,4.7,2.1,20.8,9.2,0.8,1.2,5.5,3.5,0.8,1.2,0,0.2,0.2408,0.3306,0.204,0.3239,1.0993,0.2254,0.1004,0.917,0.0165,0.3693,1.4032,0.148,0.7703,0.7463,1.5166,0.7966,0.8106,0.509,0.8132,0.0741,0,2.2069,0.4257,6.226,0.3369,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,776,375,9.4,4.5,4989,0.098171040663697,0.000611150697
4174,1400000US37183053608,53608,37, North Carolina,NC,37183, Wake,37183053608,"Census Tract 536.08, Wake County, North Carolina",2.40274672,3377,367,1189,93,1179,91,154,140,67,75,35551,4513,48,59,83,70,1004,315,135,126,31,34.4,2100,469.6,43,62,296,145.3,0,12,32,34.2,19,34,0,12,4.6,4.2,3.7,4.1,35551,4513,2.1,2.5,2.5,2.1,29.7,8.8,4,3.9,2.6,2.9,62.2,12.2,1.4,2.1,24.9,12.1,0,2.9,2.7,2.9,1.6,2.8,0,0.4,0.1391,0.0961,0.2142,0.0615,0.511,0.0584,0.0214,0.8686,0.0283,0.0925,1.0107,0.0572,0.7707,0.5149,1.2857,0.675,0.845,0,0.6278,0.1479,0,1.6208,0.2102,4.4282,0.1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,124,4.9,3.5,1833,0.111018170671883,0.000620438365501
4175,1400000US37183053609,53609,37, North Carolina,NC,37183, Wake,37183053609,"Census Tract 536.09, Wake County, North Carolina",5.88822268,683,121,395,51,313,60,14,14,0,12,36491,5918,49,28,51,11,119,57,16,16,0,17,267,139.3,3,46.9,211,71.1,60,32,2,12.6,12,14,0,12,2,2,0,7.6,36491,5918,8.8,5.4,7.5,2.1,17.4,7.8,2.4,2.5,0,5.4,39.1,19.2,0.5,7.3,53.4,16.6,15.2,8.4,0.6,4,3.8,4.7,0,1.8,0.0395,0,0.198,0.3898,0.6273,0.0876,0.1457,0.1746,0.0128,0,0.333,0.0169,0.6205,0.3173,0.9378,0.4726,0.9515,0.8474,0.2897,0.365,0,2.4536,0.5351,4.3517,0.0963,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,40,29,5.9,4.4,22004,0.21163705676847,0.00164579496
4176,1400000US37183053610,53610,37, North Carolina,NC,37183, Wake,37183053610,"Census Tract 536.10, Wake County, North Carolina",4.52972473,9300,832,5548,172,4932,312,342,209,227,148,54568,7644,50,51,786,187,1899,346,441,210,320,142.7,3606,987.5,0,68,2753,415.3,0,17,0,24,175,115,0,17,3.7,2.3,3.5,2.3,54568,7644,0.7,0.7,8.5,2.2,20.4,3.2,4.7,2.3,6.5,2.9,38.8,10,0,0.8,49.6,7.3,0,0.6,0,0.5,3.5,2.3,0,0.2,0.1001,0.0842,0.0519,0.0184,0.2546,0.0125,0.194,0.3272,0.0428,0.361,0.925,0.0481,0.6179,0,0.6179,0.2868,0.9442,0,0,0.3373,0,1.2815,0.1256,3.079,0.0171,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,449,301,4.8,3.3,10081,0.177087878200152,0.001205192725501
4177,1400000US37183053707,53707,37, North Carolina,NC,37183, Wake,37183053707,"Census Tract 537.07, Wake County, North Carolina",1.65606368,6159,492,3419,60,3200,175,546,326,265,141,39414,5182,316,189,1054,172,1053,208,522,166,325,163,1649,719.5,35,77,713,195,12,18,21,36.2,79,53,0,17,8.9,5.2,6.9,3.5,39414,5182,6.6,3.8,17.1,3.1,17.1,3.1,8.5,2.5,10.2,5.1,26.8,11.5,0.6,1.3,20.9,5.7,0.4,0.5,0.7,1.1,2.5,1.7,0,0.3,0.3287,0.3587,0.1564,0.2773,1.1211,0.2326,0.7161,0.1631,0.2333,0.6152,1.7277,0.3046,0.4957,0.3527,0.8484,0.4183,0.8115,0.4416,0.294,0.2397,0,1.7868,0.2623,5.4841,0.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910,398,14.8,5.9,3675,0.110570578294048,0.000441257465499
4178,1400000US37183053709,53709,37, North Carolina,NC,37183, Wake,37183053709,"Census Tract 537.09, Wake County, North Carolina",2.64502882,6928,532,4012,57,3490,180,616,241,161,105,40361,3141,142,82,229,100,1099,188,418,142,247,127.2,2249,691.7,71,77,1327,255.9,16,28,26,35.4,79,55,37,20,9,3.5,3.1,2,40361,3141,2.9,1.6,3.3,1.4,15.9,2.4,6,2,7.1,3.6,32.5,9.7,1.1,1.2,33.1,6.4,0.4,0.7,0.7,1,2.3,1.6,0.5,0.3,0.3334,0.0642,0.1453,0.0953,0.6382,0.0904,0.0284,0.1266,0.0873,0.4068,0.6491,0.0297,0.5576,0.4679,1.0255,0.5317,0.8925,0.4416,0.317,0.2196,0.6046,2.4753,0.545,4.788,0.1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764,215,11,3,4998,0.15960560054871,0.0006894266405
4179,1400000US37183053711,53711,37, North Carolina,NC,37183, Wake,37183053711,"Census Tract 537.11, Wake County, North Carolina",2.08685814,5713,458,2401,46,2222,114,198,150,213,109,41805,5294,36,58,572,52,1252,146,423,146,229,142.6,1282,754,18,72.4,612,185.6,26,31,81,109.3,18,30,0,17,3.5,2.5,6.1,3.1,41805,5294,0.9,1.4,10,1.2,21.9,1.9,7.4,2.3,10.3,6.4,22.4,13.1,0.3,1.3,25.5,7.7,1.1,1.3,3.6,4.9,0.8,1.3,0,0.3,0.0918,0.2853,0.1289,0.0229,0.529,0.0628,0.2743,0.4293,0.16,0.6237,1.4872,0.182,0.4394,0.2696,0.709,0.3372,0.8494,0.5403,0.7119,0.0741,0,2.1756,0.4124,4.9007,0.1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,210,7.5,3.7,2433,0.132868564758237,0.000537917748
4180,1400000US37183053712,53712,37, North Carolina,NC,37183, Wake,37183053712,"Census Tract 537.12, Wake County, North Carolina",1.29059767,2837,188,1157,24,1135,41,94,89,88,50,44276,3984,11,18,334,36,648,98,147,66,95,62.2,362,292.4,0,48,49,45.6,11,17,0,17,62,50,0,12,3.3,3.1,5.2,2.9,44276,3984,0.5,0.8,11.8,1.4,22.8,3.1,5.2,2.4,8.4,5.5,12.8,10.3,0,1.8,4.2,3.9,1,1.4,0,1.5,5.5,4.4,0,0.4,0.0833,0.207,0.1068,0.015,0.4122,0.0379,0.3804,0.4965,0.0573,0.5022,1.4364,0.1609,0.2865,0,0.2865,0.1148,0.5008,0.5311,0,0.4973,0,1.5292,0.1842,3.6643,0.0445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,108,7.3,3.6,1780,0.074474462363644,0.0003335056195
4181,1400000US37183053713,53713,37, North Carolina,NC,37183, Wake,37183053713,"Census Tract 537.13, Wake County, North Carolina",0.53446826,3664,422,2228,116,1958,208,319,163,88,65,26833,3178,28,32,137,12,823,214,207,129,227,149,1627,562.6,0,48,1476,298.4,0,12,38,43.7,33,32,0,12,8.7,4.6,3.6,2.7,26833,3178,1.1,1.2,3.7,0.5,22.5,5.2,5.6,3.6,11.6,7.5,44.4,14.5,0,1.5,66.2,12.9,0,1.6,1.9,2.2,1.7,1.6,0,0.3,0.3203,0.0901,0.4397,0.028,0.878,0.1578,0.0334,0.4684,0.0719,0.6893,1.263,0.1043,0.6621,0,0.6621,0.3116,0.97,0,0.531,0.1585,0,1.6595,0.2219,4.4626,0.1073,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,608,289,16.6,7.7,928,0.055757931185316,0.0001598446545
4182,1400000US37183053714,53714,37, North Carolina,NC,37183, Wake,37183053714,"Census Tract 537.14, Wake County, North Carolina",1.37370651,4724,347,2197,39,2061,128,774,357,108,58,44210,6576,73,48,570,71,1104,186,232,83,180,100.7,1089,464,32,60,534,196.8,0,12,27,35.1,30,28,6,10,16.4,7.3,4.1,2.3,44210,6576,2.3,1.5,12.1,1.7,23.4,3.5,5,1.8,8.7,4.9,23.1,9.7,0.7,1.3,24.3,8.9,0,1.6,1.3,1.7,1.5,1.3,0.1,0.2,0.6021,0.1223,0.1072,0.0699,0.9016,0.1655,0.4004,0.5353,0.0511,0.5274,1.5142,0.1942,0.4483,0.3823,0.8305,0.4075,0.8404,0,0.4278,0.1382,0.4077,1.8141,0.2721,5.0605,0.1745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,135,7.6,2.8,2944,0.087697067888565,0.0003556276805
4183,1400000US37183053715,53715,37, North Carolina,NC,37183, Wake,37183053715,"Census Tract 537.15, Wake County, North Carolina",1.27023427,3399,268,1552,32,1396,97,178,112,227,115,45429,4371,61,43,511,109,672,155,337,105,53,60.2,615,368.6,37,53.9,176,72.9,0,12,0,17,43,33,4,4,5.2,3.2,10.9,5.2,45429,4371,2.4,1.7,15,3.3,19.8,4.3,9.9,3,3.8,4.3,18.1,10.7,1.2,1.7,11.3,4.7,0,2.2,0,1.2,3.1,2.3,0.1,0.1,0.1648,0.6707,0.0975,0.0744,1.0074,0.1977,0.5893,0.2867,0.3344,0.1583,1.3687,0.1362,0.3763,0.4769,0.8532,0.421,0.6829,0,0,0.2989,0.3995,1.3813,0.1473,4.6105,0.1232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,94,5.5,2.7,2434,0.084975814660228,0.0003412067925
4184,1400000US37183053716,53716,37, North Carolina,NC,37183, Wake,37183053716,"Census Tract 537.16, Wake County, North Carolina",1.23279087,3761,699,2260,33,1887,193,315,224,290,240,33686,7285,194,141,520,138,366,256,476,185,129,156.2,1379,927.7,72,109.6,615,190.9,0,12,0,17,64,64,10,17,8.4,6,12.2,8.2,33686,7285,6.1,4.8,13.8,4,9.7,6.6,12.7,4.9,6.8,8.2,36.7,23.7,2,3,27.2,8.4,0,1.5,0,0.9,3.4,3.3,0.3,0.4,0.3076,0.7411,0.2495,0.2514,1.5496,0.3702,0.5117,0.0457,0.5395,0.3884,1.4854,0.1812,0.5989,0.5843,1.1831,0.6183,0.8602,0,0,0.3278,0.5022,1.6902,0.231,5.9083,0.2891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588,516,15.6,11.7,8700,0.072125221595087,0.0003231527065
4185,1400000US37183053717,53717,37, North Carolina,NC,37183, Wake,37183053717,"Census Tract 537.17, Wake County, North Carolina",2.58666487,2596,313,1537,25,1227,137,89,70,142,87,40650,4076,68,56,170,50,510,77,133,76,146,74.6,984,419.3,90,85.9,330,118.2,10,17,10,20.8,23,28,0,12,3.4,2.6,7.9,4.7,40650,4076,3.6,3,6.5,2,19.6,1.8,5.1,2.8,11.9,5.9,37.9,15.5,3.7,3.5,21.5,7.7,0.7,1.1,0.8,1.7,1.9,2.3,0,0.5,0.0877,0.4494,0.1417,0.128,0.8068,0.1364,0.104,0.28,0.0542,0.7037,1.1418,0.0777,0.6101,0.701,1.3111,0.6894,0.8171,0.495,0.3324,0.1796,0,1.8242,0.2756,5.084,0.1774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,127,8.1,4.8,3719,0.181600067581002,0.000668485462
4186,1400000US37183053718,53718,37, North Carolina,NC,37183, Wake,37183053718,"Census Tract 537.18, Wake County, North Carolina",1.13168774,3323,189,1205,26,1145,69,66,57,49,36,39574,4336,28,27,142,66,1001,116,119,69,79,44.9,482,291.6,0,48,0,17,0,12,0,17,15,25,5,3,2,1.7,2.6,1.9,39574,4336,1.3,1.3,4.3,2,30.1,3,3.6,2.1,6.9,3.9,14.5,8.7,0,1.6,0,1.4,0,2.9,0,1.5,1.3,2.2,0.2,0.1,0.0395,0.045,0.1545,0.0335,0.2725,0.0147,0.0424,0.8804,0.0225,0.3932,1.3386,0.1264,0.3176,0,0.3176,0.1303,0,0,0,0.1186,0.4272,0.5458,0.0281,2.4745,0.0047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,69,2.5,2,2988,0.086167325197704,0.000291802395
4187,1400000US37183053719,53719,37, North Carolina,NC,37183, Wake,37183053719,"Census Tract 537.19, Wake County, North Carolina",0.77129164,4070,312,1380,23,1347,54,353,450,103,53,34582,4809,35,43,206,81,1261,127,269,125,134,81.3,744,439.1,12,50.2,0,17,8,13,0,17,0,12,0,12,8.7,10.6,5,2.5,34582,4809,1.4,1.7,5.1,1.9,31,2,6.6,3,9.9,6,18.3,10.7,0.3,1.4,0,1.2,0.6,0.9,0,1.3,0,2.6,0,0.3,0.3203,0.1896,0.2321,0.0361,0.7782,0.1283,0.0604,0.9025,0.1152,0.6028,1.681,0.2782,0.3789,0.2689,0.6479,0.3037,0,0.4774,0,0,0,0.4774,0.0236,3.5844,0.04,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,340,431,8.4,10.2,1242,0.0547038229832,0.0001977942175
4188,1400000US37183053720,53720,37, North Carolina,NC,37183, Wake,37183053720,"Census Tract 537.20, Wake County, North Carolina",4.14838568,4217,360,1554,33,1431,104,116,77,75,46,56358,4955,70,63,396,157,1225,186,239,105,22,25.9,545,516.2,32,56.3,0,17,11,17,18,20.6,0,12,0,12,2.8,1.8,3.3,1.9,56358,4955,2.4,2.3,9.4,3.9,29,3.6,5.7,2.5,1.5,1.8,12.9,12.2,0.8,1.4,0,1.1,0.7,1.1,1.3,1.4,0,2.4,0,0.3,0.0643,0.0739,0.0458,0.0744,0.2584,0.0129,0.241,0.8465,0.0757,0.0492,1.2125,0.0919,0.2895,0.4063,0.6958,0.3299,0,0.495,0.4185,0,0,0.9136,0.062,3.0803,0.0172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,48,1.5,1.1,1434,0.155185229339624,0.0010772678235
4189,1400000US37183053721,53721,37, North Carolina,NC,37183, Wake,37183053721,"Census Tract 537.21, Wake County, North Carolina",4.625951,3373,247,1369,63,1235,91,14,17,151,72,57642,6803,82,94,438,96,881,124,188,96,0,17,478,380.2,19,49.7,0,17,0,12,0,17,13,22,0,12,0.4,0.5,8,3.6,57642,6803,3.4,3.9,13,2.7,26.1,3.1,5.6,2.9,0,1.4,14.2,11.2,0.6,1.6,0,1.2,0,2.5,0,1.4,1.1,1.8,0,0.4,0.0113,0.4575,0.0422,0.1184,0.6295,0.0881,0.4593,0.7163,0.0719,0,1.2475,0.1003,0.3114,0.3548,0.6663,0.314,0,0,0,0.0992,0,0.0992,0.0107,2.6425,0.0073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,72,2.6,2.2,2089,0.150764333084062,0.001196448894999
4190,1400000US37183053722,53722,37, North Carolina,NC,37183, Wake,37183053722,"Census Tract 537.22, Wake County, North Carolina",1.20784945,4531,371,2543,47,2221,143,244,122,83,62,48495,6651,70,40,1402,199,729,131,553,154,84,58.6,560,528.2,57,83.2,686,143.3,0,12,14,25.9,208,79,152,147,5.6,2.7,3.7,2.6,48495,6651,1.9,1.1,30.9,3.9,16.1,2.6,12.6,3.2,3.8,2.6,12.4,11.6,1.3,1.9,27,5.6,0,1.4,0.6,1.2,9.4,3.5,3.4,3.2,0.1828,0.0961,0.0782,0.0538,0.4109,0.0376,0.9751,0.1325,0.5325,0.1575,1.7975,0.3462,0.2789,0.4992,0.778,0.3766,0.8589,0,0.2875,0.6893,0.8552,2.691,0.6426,5.6774,0.2557,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,78,57,1.8,1.2,4205,0.078028917890128,0.00031450218
4191,1400000US37183053723,53723,37, North Carolina,NC,37183, Wake,37183053723,"Census Tract 537.23, Wake County, North Carolina",0.97898363,3472,239,1667,30,1532,106,249,170,100,80,42324,5486,79,57,861,122,491,67,521,147,104,69.9,819,370.4,22,55,489,128.8,43,50,26,31.4,53,32,23,11,7.2,4.9,5,3.8,42324,5486,2.9,2,24.8,3.2,14.1,1.7,15.1,3.9,6.8,4.5,23.6,10.5,0.7,1.6,29.3,7.7,2.6,3,1.7,2,3.5,2.1,0.7,0.3,0.2544,0.1896,0.1237,0.0953,0.6631,0.097,0.939,0.0911,0.6883,0.3846,2.103,0.5547,0.4554,0.3712,0.8266,0.4051,0.8728,0.6307,0.4922,0.3373,0.6348,2.9678,0.7616,6.5605,0.3879,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,480,256,13.9,7,6639,0.065416004825149,0.0002573614645
4192,1400000US37183053724,53724,37, North Carolina,NC,37183, Wake,37183053724,"Census Tract 537.24, Wake County, North Carolina",2.26335541,6613,448,2725,47,2673,90,191,188,225,114,40101,4049,62,53,293,70,1824,324,185,95,117,67.2,1836,663.9,58,91.8,404,168,0,17,0,24,0,17,0,17,2.9,2.9,5.8,3,40101,4049,1.4,1.2,4.4,1.1,27.6,4.5,2.8,1.4,4.4,2.5,27.8,9.9,1,1.5,14.8,6.2,0,1.3,0,0.9,0,1.3,0,0.3,0.0679,0.2578,0.1482,0.0361,0.5101,0.0582,0.0441,0.7907,0.0152,0.1988,1.0488,0.0625,0.507,0.4374,0.9445,0.4767,0.7402,0,0,0,0,0.7402,0.0439,3.2436,0.0234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,181,4.8,2.7,6006,0.134440740356085,0.000591564097499
4193,1400000US37183053725,53725,37, North Carolina,NC,37183, Wake,37183053725,"Census Tract 537.25, Wake County, North Carolina",1.62412223,5114,450,2593,48,2407,135,285,194,221,146,44928,4090,16,23,361,50,1071,247,305,129,265,137.4,1525,613.5,77,85.5,1169,235.1,0,17,0,24,67,83,0,17,5.6,3.8,6.6,4.2,44928,4090,0.4,0.6,7.1,1.1,20.9,4.5,6,2.5,11,5.7,29.8,11.7,1.6,1.8,45.1,9,0,1.3,0,1,2.8,3.5,0,0.3,0.1828,0.3306,0.1016,0.0135,0.6284,0.0879,0.1281,0.3618,0.0873,0.661,1.2381,0.0979,0.529,0.5356,1.0646,0.5523,0.9336,0,0,0.2691,0,1.2027,0.1103,4.1337,0.0777,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,470,255,9.2,4.8,7722,0.093044763447225,0.0004195932575
4194,1400000US37183053726,53726,37, North Carolina,NC,37183, Wake,37183053726,"Census Tract 537.26, Wake County, North Carolina",0.88250716,3515,606,1674,39,1423,140,457,272,213,206,25816,4289,584,671,105,67,767,212,78,63,317,180.3,2260,706.9,129,118.9,390,149.8,10,17,0,17,75,66,0,12,13,8.4,9.1,8.9,25816,4289,24.1,23.2,3,2,21.8,4.7,2.2,1.9,22.3,12.5,64.3,16.8,4.1,3.7,23.3,8.9,0.6,1,0,1.2,5.3,4.6,0,0.3,0.4902,0.5484,0.4769,0.8332,2.3486,0.616,0.0256,0.4227,0.0116,0.9437,1.4037,0.1481,0.7816,0.7196,1.5013,0.7887,0.8326,0.4774,0,0.4839,0,1.7939,0.2647,7.0475,0.4652,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1114,682,31.7,15.4,2596,0.068610710352409,0.000230482537
4195,1400000US37183053803,53803,37, North Carolina,NC,37183, Wake,37183053803,"Census Tract 538.03, Wake County, North Carolina",4.58901493,3993,281,1311,62,1270,72,86,90,174,99,59726,8045,73,54,319,47,1233,142,247,108,16,21.6,646,503.7,0,48,0,17,42,31,0,17,18,20,0,12,2.2,2.3,8.7,5,59726,8045,2.9,2.2,8,1.2,30.9,2.8,6.2,2.6,1.3,1.7,16.2,12.6,0,1.3,0,1.3,3.2,2.4,0,1.3,1.4,1.6,0,0.3,0.0453,0.5172,0.0368,0.0953,0.6946,0.1055,0.1692,0.9,0.0962,0.0412,1.2066,0.0905,0.3458,0,0.3458,0.1437,0,0.6521,0,0.1283,0,0.7803,0.0478,3.0274,0.0158,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,38,49,1,1.2,804,0.163901647730671,0.001191961739001
